T,X,Y
0,15.800404263070568,-2
1,5.8272949066480955,-1
0,17.266935556742787,4
0,24.58967789017744,-1
1,15.48758163161309,12
0,10.388850550216924,2
1,8.37964350432109,6
0,12.599952402393713,-1
1,5.832983207649615,0
1,15.33420192923488,-1
1,10.547209638367477,-3
0,12.663677209670837,6
1,10.321381353522327,5
0,9.773672495813043,-2
1,5.291440897224194,2
0,12.18654157159176,1
0,1.4494370666137115,-2
1,8.696736841685873,1
1,9.45252694402943,-2
0,17.06912353328897,0
0,16.74815534959855,3
1,9.406712731704548,0
1,14.969524976151561,7
1,7.165296497478796,4
0,6.166238704330101,-6
0,7.73057040103814,1
1,12.485288250184215,0
1,8.960748126167339,0
1,0.8990801845673584,-5
0,13.911951201568206,4
0,11.230225482124046,-4
1,12.297735795081392,5
0,11.478371339941155,3
1,6.667414601401028,7
0,13.612614631802508,-1
1,10.329996299659172,6
1,11.135611932540964,-2
1,8.862844196321229,8
1,18.068811287700097,3
1,11.46740932677726,1
1,18.059565285847892,2
1,14.479378473339448,5
0,3.3806059548695826,-3
0,12.995255229240305,0
1,14.720201849858114,-1
0,9.165532867158362,0
1,4.041658605225729,-2
0,15.773666663864294,0
1,10.412736810681816,5
1,5.1639540251771425,-2
1,15.105700390691936,1
1,14.271564117844662,6
0,21.900361037342634,2
1,10.423304260465251,7
0,13.01293151908132,-5
1,10.69869410421986,-2
0,15.88437364865058,0
1,10.312325801439398,6
0,7.116382715513485,-1
1,9.099029109952971,6
0,8.391934176374079,-3
1,17.414436997754187,8
0,15.739056821963663,-4
0,16.6639542018268,8
1,5.6134041051010435,-1
0,14.70447438402907,-1
0,10.582158332054197,-3
0,5.638599803226988,0
0,19.157458355382893,11
1,9.774975350399156,4
1,15.00445732383667,0
1,18.073606653216753,0
1,3.1404426120885223,5
0,1.9073775880387576,-5
0,15.2655585477635,3
0,4.6942954880058405,3
1,14.953902740895728,0
1,3.009423008234439,2
0,5.044566185404463,0
0,18.905585788923023,3
1,17.3152594513474,1
1,12.533567743996192,5
1,13.931050282531817,0
1,4.154238778812337,3
0,8.648754381914602,0
0,0.06562215943647232,-3
1,19.37845236671152,-3
0,11.354289686413448,5
0,0.8229577731083886,-10
0,6.883687798785527,-11
1,19.393421118351565,5
1,13.950594052893289,6
0,14.142623372988574,4
0,11.795145913325843,8
1,6.7635301461098605,4
1,1.009161045257919,5
1,12.777558164849953,2
1,11.336791785013181,4
0,15.045899351149178,9
0,10.660697234702974,2
0,8.69643823740158,-3
0,6.079443010379516,-5
0,6.588338054164143,4
0,12.74431383634819,-5
0,21.46734483725336,-2
1,7.237296558097276,-2
0,14.824509192535828,11
1,17.597096776065968,0
0,6.747841873609654,-1
0,13.220246745899018,4
0,12.310595537977628,1
0,13.077210050520087,-9
1,14.421369354798296,-1
0,12.307776367225857,-11
1,12.233579420986192,1
1,1.0051094051433438,4
1,12.933906633750546,0
0,17.74410467894613,8
0,15.449316949220421,-11
0,20.30981225387095,7
0,23.205786708303112,-1
1,16.57959209994558,1
0,4.5227947391378285,-3
0,18.612732154583355,0
1,18.27417609822312,2
1,9.57077921013683,-5
0,7.300667563331814,-3
1,10.909023528696702,-3
0,18.433601819966114,-5
0,11.700310311838939,1
1,15.338211977638725,0
1,8.691762190983296,3
0,5.644852491030335,0
1,8.271781878545806,2
1,10.80789319859277,12
1,6.697396791601355,6
0,5.98438819611836,-4
0,6.951360001664033,-3
0,14.398713863305694,2
1,23.129701204784617,5
0,17.593409588563777,-3
0,13.204385820335716,-6
1,1.6906268748229838,0
0,16.67964163518655,7
1,8.008037101398855,3
1,4.31461711690268,0
0,2.849107646907104,0
0,10.012256924477573,-3
0,3.3064464132458955,3
1,8.293267942338005,-6
0,16.938670109869406,-1
1,16.728876737413135,3
0,8.580074067537346,-1
1,3.446049046451927,4
1,6.7485746012140835,5
1,16.688096681221428,9
1,14.780219589639172,0
1,18.469260844501473,-3
0,4.085773545504496,-6
1,14.595709224685079,0
0,19.311566070921018,-8
0,13.168147420460098,5
1,9.764972446902817,-3
0,10.610587524243458,-4
1,7.24227056225069,-1
0,1.7057045791169525,1
0,17.214362593835958,-2
0,3.723620044120601,1
0,12.400886963060227,-1
1,6.844827037913632,3
0,4.205947990209064,6
0,15.8681293131951,-3
0,5.606710936912271,0
0,-2.3852247169933705,-7
1,12.947870130759819,0
1,15.936313908114592,9
0,16.30700412589069,4
1,12.507056514336686,10
1,16.305240676133657,2
0,6.66950450159953,-4
1,12.713673535106992,6
1,10.006758126551492,11
0,1.9992876587677593,0
1,11.085022789728393,-2
0,11.303850189172458,-6
1,5.311905337134455,2
1,-0.20256522075397143,8
0,7.4342155835818895,-5
1,8.990012245741298,0
0,5.6795612248930585,-2
0,10.514385819599273,4
0,12.006565654681681,-1
1,14.697195167542402,7
0,12.894626810164258,-3
0,16.038019130809676,0
1,4.331445678526939,1
0,15.982181322226076,0
0,9.543287619487911,1
0,1.410421043461076,0
0,12.879715803725158,3
1,9.972705585919348,0
1,9.418787615062206,1
0,19.942053889651476,-2
0,20.58994691421346,4
0,19.197915630715137,3
1,15.89446796070177,-6
1,10.264830429664295,5
1,11.283898129724532,8
0,-3.0198000322227525,-4
1,9.166993349997952,0
1,5.789749055799394,5
1,19.132140642785465,3
1,0.23271117492022242,0
1,9.457703536788896,9
0,8.571925455395881,0
1,22.279768643419924,3
1,4.9501445434254485,9
0,10.251700988790544,-1
1,5.860616818068272,5
1,9.927365910070494,-2
0,6.619859166540062,-1
1,12.762634698460095,2
1,5.221202332169431,0
0,18.470694358165627,0
0,13.23242616061166,0
0,15.385283906673994,-2
0,14.08592745783125,3
0,14.317330576725702,8
0,12.54922699556809,-1
0,8.72738630669774,-8
1,12.070526327989601,-1
0,4.854362028971671,-2
1,15.112327854327003,4
0,9.145638504651926,2
1,6.841995088655025,-4
0,7.438549567617292,1
1,3.959998141600032,-5
1,16.131994024760125,4
0,5.890655030813647,7
1,11.585387939703779,-3
1,13.544155481172542,3
1,14.805244038245704,0
1,15.794565497680754,-1
1,6.699842177751823,2
0,6.476752101346012,2
0,12.338880262581037,-1
0,14.0868227137037,-2
1,5.38250512086228,0
0,14.239941068371612,3
0,15.561416565110243,10
0,13.743505626166897,4
0,9.406127894264397,-10
0,15.054842087079864,1
1,13.57654186745226,-8
1,-0.7491831124840314,7
1,19.12258445200478,4
0,10.365661367488553,5
1,20.657002173967527,6
0,8.999199248703725,1
0,9.168859584842329,0
0,1.5997995709731185,7
1,14.930484219749701,0
0,11.131587865107326,4
1,12.109137903362933,-1
0,6.917626860123829,-2
1,7.326717387994565,4
1,7.241085366584888,0
0,3.689746445774068,-1
0,8.259911019636736,3
0,13.452335982709112,-10
0,13.277256131095886,-5
1,5.295504778110224,0
1,10.503868293816243,8
1,11.359458781882,5
0,5.471105571132446,3
0,16.80499324764436,-2
1,14.023713160213793,3
1,5.570140228191549,0
1,18.135748512473857,-5
0,4.586105369293833,-4
0,15.411831613112952,10
0,14.434385708277995,1
1,2.66060208482722,1
0,14.297551443497488,5
0,17.258908950971403,5
0,4.883428314591567,1
1,9.53952483024073,1
1,8.89862709547387,-2
0,6.306299209467171,11
1,11.221575462006808,6
0,4.636763240299532,2
1,10.090891333476717,2
1,9.803716286666186,-1
0,1.7144005831911198,7
1,11.455453779658136,14
0,7.2479125848611865,-1
0,7.265511431346036,2
0,14.333653945954218,10
1,8.11380482046901,1
0,5.550167193335225,-4
1,10.322886505801002,-7
1,11.520510908904564,5
1,12.281180759643934,0
1,5.454911814832848,6
1,9.443415777873815,-2
1,11.13019191882169,6
1,-0.21617108867643964,1
1,20.838078621158576,-5
0,10.135079196661108,3
1,19.594251704799223,2
0,10.858829560428894,-4
0,-0.4874433779988401,3
0,8.959316618712089,-1
0,13.756519691631201,-3
1,5.5989724451843985,-1
1,8.628971474586322,-1
0,9.865784119902294,1
0,10.716793549796932,-1
0,11.53281111083626,-2
1,20.235697348989486,0
0,10.732811952322155,1
1,7.892190702668328,3
0,10.9533146477866,-2
0,6.95838136295108,0
1,11.535173091917928,-2
1,12.440823245323164,-7
1,10.974512427723987,1
0,13.753978532889565,7
1,11.616752115001471,1
0,11.09849639509688,0
0,16.998480821848883,-5
0,4.255802839279287,-2
0,9.318318013914695,4
1,12.458250531921163,-2
1,12.3913809889675,0
0,19.5885207017028,-3
0,21.082265605107523,10
0,15.715321468540457,7
1,7.456488812734094,7
1,14.794385208192882,10
1,6.210170360919042,4
1,10.424754432395405,3
0,7.4521251953935215,3
1,2.7294584421199124,5
1,4.290476753573058,8
1,14.61806000744933,-5
1,13.694495763456601,-7
1,1.9016804495749806,5
1,9.865392155565102,0
1,10.404294821153494,3
1,13.12725605745859,4
0,11.196633635267146,-10
1,12.493765480734943,1
0,8.380648912680304,-2
0,16.09105451010172,-3
0,13.857556274764384,-3
0,2.427825414978093,14
1,3.155890823718826,1
1,11.494883085327537,-3
1,13.036914305791454,6
1,7.849472631086869,4
0,5.218424845688892,7
1,12.689972803977358,0
0,5.229810299023823,4
1,10.079628638066952,-2
0,7.8976396947147425,4
0,10.667336110753057,-1
1,0.9806654695356833,2
1,8.693456553429721,-1
1,15.277257782774862,-1
0,10.67105445056708,0
0,5.466905124050998,0
0,24.35004719571397,-4
1,8.298506746447401,10
1,3.0945454692275565,2
0,3.90527898074427,-3
1,6.972265527450818,-6
0,10.622029285425906,0
0,-1.6166998920025506,3
0,9.680777190193083,-8
0,17.80854999072751,-1
0,7.768041043921305,1
1,15.751093852566893,-1
0,17.16566213233174,-1
1,11.186213453979027,5
0,11.30069811890363,-7
0,14.113689341846205,-9
0,7.413957514458291,-4
1,10.505899963979681,-2
1,17.195851239223767,5
1,2.1096444348416057,6
0,9.844552981722392,-4
1,9.75940537804207,1
0,19.786683331365726,-3
1,14.465726228793534,-1
0,10.554379101906488,5
0,14.618355414635564,-3
0,3.6426668443921066,5
0,11.465630323539974,0
0,4.040849875103415,5
1,8.844664608484871,-1
0,5.260086519040283,-7
0,12.936641384893306,9
0,20.20863020138818,14
0,16.5938177912519,10
0,9.360709839456792,2
0,1.1568506351138943,2
1,17.871771159815765,3
0,10.37413403365197,2
0,6.056896391706191,12
0,8.348749392824773,5
1,15.490253530650422,10
1,18.998055813171426,4
1,10.015212662673695,8
1,8.307229108332201,0
0,9.841588312899319,-1
0,9.446783525001287,-2
1,1.7238349229412933,7
0,3.364543160702495,9
1,4.1397005916862675,1
1,8.118102054736905,3
1,13.293234250117438,-1
1,4.224650792327591,0
1,11.897268534579101,-5
0,15.591946857132008,7
0,0.7300731586073077,-3
1,9.0807133790918,-3
1,6.546413486504495,0
1,13.141100116021752,0
0,11.57188217728653,-1
0,7.440418838015873,-2
1,18.692485526180704,7
1,7.084142259673673,1
0,9.9359280624053,1
0,14.851965710062654,0
0,18.63090035590967,-3
1,7.009559192915798,1
0,21.26481999572064,-1
0,15.300193696306298,2
1,5.894878317079201,2
0,1.110297649454651,-3
0,19.445572824686877,2
0,8.333304059309222,-2
0,8.671493783902076,3
1,10.842108760988,-2
1,5.5577881885924185,0
0,14.62987272030953,-1
0,1.0880066150418877,-3
0,7.56571456899915,0
0,2.4078235493847657,-2
0,4.457856032005926,-1
1,12.528672474330882,9
0,4.9258921244301614,2
1,13.109561658854545,-3
0,5.435977386550841,1
1,13.866023801644364,-2
0,-0.3981435198767116,-6
0,5.726415229056834,-4
1,15.453528213564006,5
1,10.065994072668476,-6
0,7.437285262169459,-3
1,11.704807530515271,-3
0,7.759923686373122,-2
0,7.85571550964109,4
0,8.819007588619602,0
0,-1.0179071344729262,5
0,8.48421313639648,-2
1,17.705872718562226,6
0,11.019554877141589,0
0,2.9180569093480884,3
0,15.447473557115304,-1
0,-1.4192247199207042,6
1,2.4146870805301397,9
1,14.23037575632419,-1
1,11.487198787571563,0
1,10.28340057566319,4
0,13.485640160340195,1
1,13.430889480805252,-4
1,6.869820047431563,0
1,5.776127922581652,4
0,4.185733227373763,8
0,9.755649465085577,-2
1,14.463339000669043,-2
1,13.936938320817283,3
1,3.7079808211648464,0
1,9.260760162692408,-1
1,16.913229351089186,0
0,-4.654596668070903,-3
0,10.311262869527715,3
0,13.68342786633969,-8
0,13.20442357841101,0
0,-1.8036083957542246,2
1,12.99312188623485,2
0,10.813136813539677,-12
1,6.9870607904181234,0
1,13.258596130136016,-4
1,13.529248244706867,8
0,8.506629433164711,7
1,6.767145748452187,2
0,9.81317745955608,-1
0,19.214594621060918,3
1,10.455553109508056,4
1,5.946027299863548,-7
0,10.659039869490481,7
1,6.315049991977857,1
0,12.277202500610333,-6
1,18.385913542856002,5
0,12.248575272161286,-7
1,10.936039719491811,2
0,12.372250015319635,6
0,6.139579592922656,6
1,7.781335638531124,2
0,6.450261276633641,-3
0,12.243291373897707,4
1,10.809013129955186,5
0,10.565278557332698,7
0,22.369736748402424,-6
1,13.940072625401978,0
1,17.43944927831501,1
1,11.646425465577462,0
0,0.70612391909388,-1
0,14.587442259632834,0
